Whether_to_accept_P1_offer_stage1,Reason_for_accepting_if_ACCEPT,Reason_for_rejecting_if_REJECT,Offer_to_P1_if_rejected_proceed_to_stage2,Trial,HumanP1toAIP2stage1
True,"Accepting 51 now gives me a payoff of 51 immediately, which is better than what I can guarantee by rejecting and bargaining in later discounted stages.",,-1,14,51
True,"Accepting 51 now gives me a payoff of 51, which is better than what I can guarantee by rejecting and bargaining later given my heavy discounting in stages 2 and 3.",,-1,15,51
True,"Accepting 51 now gives me a payoff of 51, which is better than what I can guarantee by rejecting and bargaining in later discounted stages.",,-1,16,51
True,"Accepting 51 now gives me a payoff of 51, which is better than what I can guarantee by rejecting. In Stage 2 my payoff is discounted to 0.4, and P1 would only accept if they get at least their Stage 3 continuation value, so rejecting cannot improve my payoff over 51.",,-1,17,51
True,"Accepting 51 now is better for me than rejecting and relying on later stages. If I reject, my Stage 2 and Stage 3 payoffs are heavily discounted, so my best achievable continuation payoff is lower than 51.",,-1,18,51
True,"Accepting 51 now gives me 51 points immediately, which is better than what I can guarantee by rejecting and waiting given my heavier discounting in later stages.",,-1,19,51
True,"Accepting 51 now gives me a payoff of 51 immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,20,51
True,"Accepting 52 now gives me a higher sure payoff than rejecting and bargaining in later stages, where my discount factor is much lower. This is a favorable offer for me.",,-1,1,52
True,Accepting 52 now gives me a higher guaranteed payoff than what I can credibly secure by rejecting and bargaining in later discounted stages.,,-1,2,52
True,"Accepting 52 now gives me a payoff of 52 immediately, which is better than rejecting and facing discounted future payoffs.",,-1,3,52
True,"Accepting 52 now gives me a guaranteed stage-1 payoff of 52, which is better than what I can reliably secure after discounting in later stages.",,-1,4,52
True,"Accepting 52 now gives me a payoff of 52, which is better than what I can guarantee by rejecting and bargaining later given my heavier discounting in stages 2 and 3.",,-1,5,52
True,"Accepting 52 now gives me a payoff of 52 immediately, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,6,52
True,"I accept because 52 points for me in Stage 1 gives me a payoff of 52, which is better than what I can reliably secure by rejecting and waiting for later stages given my discounting.",,-1,7,52
True,"Accepting 52 now gives me a stage-1 payoff of 52, which is better than what I can credibly expect after discounting in later stages.",,-1,8,52
True,"Accepting 52 now is optimal because it gives me 52 points immediately, which is far better than what I can guarantee by rejecting and waiting given my heavier discounting in later stages.",,-1,9,52
True,"Accepting 52 now gives me a stage-1 payoff of 52, which is higher than what I can guarantee by rejecting and bargaining later given my heavier discounting.",,-1,10,52
True,"Accepting 52 now gives me a stage-1 payoff of 52, which is higher than what I can guarantee by rejecting and bargaining later given my heavier discounting.",,-1,11,52
True,"Accepting 52 now gives me a sure stage-1 payoff of 52, which is better than rejecting and facing heavy discounting in later stages.",,-1,12,52
True,"Accepting 52 now gives me a guaranteed stage-1 payoff of 52, which is better than what I can credibly secure after discounting in later stages.",,-1,13,52
True,"Accepting 52 now gives me 52 points immediately, which is better than what I can credibly guarantee myself by rejecting and bargaining in later discounted stages.",,-1,14,52
True,"Accepting 52 now gives me a payoff of 52 immediately, which is better than what I can credibly guarantee myself by rejecting and moving to later discounted stages.",,-1,15,52
True,"Accepting 52 now gives me 52 payoff immediately, which is better than rejecting and relying on a discounted later agreement. This is already more than half of the surplus and exceeds what I can credibly guarantee myself in later stages.",,-1,16,52
True,"Accepting 52 now gives me a higher payoff than I can credibly expect by rejecting and bargaining later, since my discount factor drops sharply in later stages.",,-1,17,52
True,"Accepting 52 now gives me a payoff of 52 at Stage 1, which is better than what I can guarantee by rejecting and waiting given my heavier discounting in later stages.",,-1,18,52
True,"Accepting 52 now gives me a guaranteed stage-1 payoff of 52, which is better than what I can secure after discounting in later stages.",,-1,19,52
True,"Accepting 52 now is optimal for me because it gives me 52 points immediately, which is higher than what I can guarantee myself by rejecting and making a Stage 2 offer given discounting and the risk of later rejection.",,-1,20,52
True,"Accepting 53 now gives me a Stage 1 payoff of 53, which is better than what I can credibly secure by rejecting and moving to later discounted stages.",,-1,1,53
True,"Accepting 53 now is better for me than rejecting and bargaining later. If I reject, my best realistic continuation payoff is lower because my discount factor drops sharply in later stages, so 53 at Stage 1 is an excellent offer.",,-1,2,53
True,"Accepting 53 now is better for me than rejecting and relying on later stages. If I reject, my best credible continuation payoff as P2 is lower because my discount factor falls sharply in later stages, so 53 at Stage 1 is very favorable.",,-1,3,53
True,"Accepting 53 now is better for me than rejecting and bargaining further. If I reject, any agreement I get in Stage 2 is discounted by my factor 0.4, so even the maximum possible Stage 2 payoff for me would be 40, which is less than 53 now.",,-1,4,53
True,"Accepting 53 now is optimal for me. If I reject, my best credible outcome later is lower because my payoffs are heavily discounted in later stages. Getting 53 at Stage 1 gives me more than I can secure by continuing.",,-1,5,53
True,"I accept because 53 points for me at Stage 1 gives me a payoff of 53, which is better than what I can reliably secure by rejecting and bargaining later under my heavier discounting.",,-1,6,53
True,"Accepting 53 now gives me a payoff of 53, which is better than what I can guarantee myself by rejecting and waiting given my heavier discounting in later stages.",,-1,7,53
True,"Accepting 53 now gives me a stage-1 payoff of 53, which is higher than what I can credibly guarantee myself by rejecting and bargaining later under my heavier discounting.",,-1,8,53
True,"Accepting 53 now gives me a Stage 1 payoff of 53, which is better than what I can secure on average by delaying given my heavier discounting in later stages.",,-1,9,53
True,"Accepting 53 now is optimal for me because it gives me 53 points immediately. If I reject, my best possible accepted outcome in Stage 2 is discounted by my factor 0.4, so even getting all 100 points there would be worth only 40 to me, which is less than 53.",,-1,10,53
True,"Accepting 53 now is optimal for me because it gives me a sure payoff of 53 at Stage 1, which is far better than what I can guarantee myself by rejecting and bargaining later under my heavier discounting.",,-1,11,53
True,"Accepting 53 now is optimal for me because it gives me a high immediate payoff, and waiting is risky and heavily discounted for P2 in later stages.",,-1,12,53
True,"Accepting 53 now gives me a stage-1 payoff of 53, which is better than what I can guarantee by rejecting and bargaining later given my stronger discounting.",,-1,13,53
True,"Accepting 53 now gives me a payoff of 53, which is better than what I can guarantee by rejecting and bargaining later given my heavy discounting as P2.",,-1,14,53
True,"Accepting 53 now is optimal for me because it gives me a high immediate payoff, and waiting is costly due to my discount factor dropping to 0.4 in Stage 2 and 0.16 in Stage 3.",,-1,15,53
True,"Accepting 53 now is better for me than rejecting and relying on later discounted outcomes. As P2, getting 53 in Stage 1 gives me a payoff of 53, which is higher than what I can guarantee myself by waiting.",,-1,16,53
True,"Accepting 53 now is optimal for me. If I reject, my best possible accepted payoff in Stage 2 would be discounted by 0.4, so even keeping 100 for myself there would yield only 40, which is worse than 53 now. Stage 3 would be even worse for me. So accepting maximizes my payoff.",,-1,17,53
True,"Accepting 53 now is optimal for me because it gives me a sure Stage 1 payoff of 53, which is higher than what I could secure through delay given my discounting.",,-1,18,53
True,"Accepting 53 now gives me a payoff of 53, which is better than what I can guarantee by rejecting and bargaining later given my heavy discounting. So accepting is optimal.",,-1,19,53
